,Date,Minimum temperature (C),Evaporation (mm),9am relative humidity (%),9am cloud amount (oktas),3pm relative humidity (%),3pm wind speed (km/h),avg_demand
141,28/07/2021,0.4142011834319527,0.22377622377622375,0.21739130434782605,0.625,0.11392405063291139,0.6458333333333334,8026.70083333333
142,29/07/2021,0.30769230769230765,0.23776223776223773,0.30434782608695654,0.125,0.07594936708860761,0.4583333333333333,8142.052291666666
143,30/07/2021,0.00591715976331364,0.11888111888111887,0.5507246376811594,0.5840978593272171,0.3924050632911392,0.1875,8644.895208333337
144,1/08/2021,0.5384615384615385,0.1678321678321678,0.37681159420289856,0.125,0.3291139240506329,0.5416666666666666,7336.019999999999
145,2/08/2021,0.136094674556213,0.11188811188811187,0.6231884057971016,0.125,0.4177215189873418,0.14583333333333334,8103.071458333333
146,3/08/2021,0.3313609467455622,0.14685314685314685,0.8985507246376812,0.375,0.189873417721519,0.5833333333333334,8077.181458333333
147,4/08/2021,0.20710059171597633,0.2657342657342657,0.3188405797101449,0.125,0.20253164556962028,0.6875,8462.327291666668
148,5/08/2021,0.19526627218934905,0.13286713286713284,0.5072463768115942,0.125,0.21518987341772156,0.41666666666666663,8231.32208333333
149,6/08/2021,0.18934911242603553,0.10489510489510488,0.5362318840579711,0.125,0.17721518987341772,0.10416666666666666,8027.421249999999
150,7/08/2021,0.14792899408284027,0.1608391608391608,0.5797101449275361,0.125,0.20253164556962028,0.10416666666666666,7706.977916666666
151,8/08/2021,0.24260355029585806,0.0909090909090909,0.9275362318840581,0.875,0.8227848101265823,0.14583333333333334,8133.89875
152,10/08/2021,0.17751479289940836,0.11888111888111887,0.8985507246376812,0.25,0.2911392405063291,0.2708333333333333,7847.382916666666
153,13/08/2021,0.14792899408284027,0.20979020979020976,0.42028985507246375,0.0,0.25316455696202533,0.31249999999999994,7865.224791666665
154,14/08/2021,0.1301775147928994,0.12587412587412586,0.5942028985507246,0.125,0.430379746835443,0.2708333333333333,7436.054583333333
155,16/08/2021,0.25443786982248523,0.1888111888111888,0.2898550724637682,0.0,0.07594936708860761,0.22916666666666666,7607.360000000001
156,17/08/2021,0.23668639053254442,0.12587412587412586,0.33333333333333337,0.125,0.15189873417721522,0.31249999999999994,7839.474374999997
157,19/08/2021,0.136094674556213,0.13986013986013984,0.681159420289855,0.875,0.5443037974683544,0.31249999999999994,7923.436041666665
158,21/08/2021,0.42011834319526636,0.13286713286713284,0.5652173913043479,0.875,0.25316455696202533,0.08333333333333334,7093.962083333333
159,22/08/2021,0.3136094674556213,0.13286713286713284,0.6231884057971016,0.125,0.2405063291139241,0.37499999999999994,6627.530416666669
160,23/08/2021,0.44970414201183434,0.23076923076923073,0.3188405797101449,0.625,0.2911392405063291,0.5833333333333334,7268.616875
161,25/08/2021,0.12426035502958582,0.20475524475524473,0.4057971014492754,0.75,0.379746835443038,0.6041666666666666,8606.620833333332
162,26/08/2021,0.2011834319526627,0.11188811188811187,0.3623188405797102,0.125,0.3291139240506329,0.31249999999999994,8087.284583333335
163,28/08/2021,0.2840236686390532,0.13286713286713284,0.37681159420289856,0.875,0.5063291139240507,0.2708333333333333,7646.239791666667
164,29/08/2021,0.136094674556213,0.0839160839160839,0.6956521739130435,0.75,0.3924050632911392,0.1875,7749.174375
165,30/08/2021,0.16568047337278108,0.048951048951048945,0.5507246376811594,0.375,0.3417721518987342,0.2708333333333333,7880.242708333332
166,1/09/2021,0.2781065088757397,0.1748251748251748,0.4492753623188406,0.375,0.2911392405063291,0.22916666666666666,7221.518541666669
167,2/09/2021,0.455621301775148,0.11888111888111887,0.8115942028985508,0.875,0.5949367088607596,0.5833333333333334,7235.033333333333
168,3/09/2021,0.48520710059171596,0.1678321678321678,0.5072463768115942,0.125,0.45569620253164556,0.5416666666666666,7012.088541666665
169,4/09/2021,0.5680473372781065,0.2657342657342657,0.46376811594202905,1.0,0.620253164556962,0.2708333333333333,7111.353749999999
170,5/09/2021,0.43786982248520706,0.1748251748251748,0.4057971014492754,0.125,0.22784810126582278,0.6458333333333334,6946.370833333334
171,6/09/2021,0.21301775147928997,0.1678321678321678,0.34782608695652173,0.125,0.17721518987341772,0.6458333333333334,7394.128958333335
172,7/09/2021,0.08284023668639051,0.19580419580419578,0.37681159420289856,0.125,0.05063291139240511,0.37499999999999994,7347.467916666666
173,8/09/2021,0.22485207100591714,0.1748251748251748,0.46376811594202905,0.125,0.4683544303797469,0.31249999999999994,7216.258124999999
174,9/09/2021,0.23076923076923078,0.2727272727272727,0.4347826086956522,0.75,0.03797468354430383,0.22916666666666666,7034.917708333334
175,10/09/2021,0.5384615384615385,0.22377622377622375,0.043478260869565244,0.625,0.620253164556962,0.35416666666666663,6801.206666666665
176,11/09/2021,0.3313609467455622,0.13986013986013984,0.8115942028985508,0.0,0.03797468354430383,0.4583333333333333,6325.425000000002
177,14/09/2021,0.23076923076923078,0.2517482517482517,0.6376811594202898,0.625,0.8860759493670886,0.37499999999999994,7828.875625000001
178,17/09/2021,0.2189349112426035,0.09790209790209789,0.6521739130434783,0.125,0.45569620253164556,0.4583333333333333,7055.388750000001
179,18/09/2021,0.5857988165680472,0.30769230769230765,0.24637681159420288,0.875,0.7215189873417721,0.08333333333333334,6831.866458333335
180,19/09/2021,0.2840236686390532,0.11888111888111887,0.18840579710144933,0.125,0.05063291139240511,0.2708333333333333,6263.905416666667
