,Date,Minimum temperature (C),Rainfall (mm),Speed of maximum wind gust (km/h),9am cloud amount (oktas),3pm MSL pressure (hPa),avg_demand
207,20/10/2021,0.5181347150259067,0.0,0.45833333333333337,0.125,0.47330960854092297,5923.190486111104
208,21/10/2021,0.5492227979274612,0.010507880910683012,0.45833333333333337,0.875,0.4768683274021299,6051.522465277777
209,22/10/2021,0.6424870466321242,0.040280210157618214,0.39583333333333337,0.875,0.540925266903912,6132.433854166669
210,23/10/2021,0.766839378238342,0.0008756567425569177,0.39583333333333337,0.875,0.49822064056939297,5918.457222222218
211,24/10/2021,0.7512953367875648,0.01138353765323993,0.5,0.375,0.44839857651245296,5965.821562499998
212,25/10/2021,0.7305699481865284,0.0008756567425569177,0.41666666666666663,0.625,0.519572953736656,6353.210000000003
213,26/10/2021,0.7461139896373055,0.006129597197898424,0.41666666666666663,0.875,0.5871886120996379,6192.878298611112
214,27/10/2021,0.7357512953367875,0.0,0.35416666666666663,0.625,0.583629893238431,6229.159270833335
215,29/10/2021,0.8341968911917099,0.0017513134851138354,0.45833333333333337,0.875,0.519572953736656,6280.543194444451
216,30/10/2021,0.7305699481865284,0.0017513134851138354,0.3125,0.75,0.43416370106761093,6014.739305555559
217,31/10/2021,0.6943005181347148,0.05253940455341506,0.5833333333333334,0.875,0.8113879003558679,5616.48815972222
218,1/11/2021,0.5181347150259067,0.0,0.35416666666666663,0.875,0.893238434163699,5988.0196875
219,3/11/2021,0.5803108808290155,0.0008756567425569177,0.5,0.375,0.843416370106759,5895.860868055551
220,6/11/2021,0.6062176165803108,0.005253940455341506,0.27083333333333337,0.875,0.516014234875442,5629.10822916667
221,7/11/2021,0.7409326424870466,0.0,0.41666666666666663,0.875,0.377224199288257,5754.358750000002
222,8/11/2021,0.766839378238342,0.05516637478108581,0.3125,1.0,0.27402135231316294,6443.895347222224
223,9/11/2021,0.8238341968911915,0.010507880910683012,0.3125,1.0,0.39145907473309194,6433.294895833335
224,10/11/2021,0.8756476683937822,0.0,0.39583333333333337,0.875,0.31316725978647497,6622.427847222222
225,11/11/2021,0.9015544041450776,0.010507880910683012,0.39583333333333337,0.875,0.23131672597864394,6894.938784722224
226,13/11/2021,0.5803108808290155,0.0008756567425569177,0.7291666666666666,0.125,0.252669039145907,5358.324340277775
227,14/11/2021,0.316062176165803,0.0,0.35,0.125,0.36654804270462193,5293.470833333333
228,15/11/2021,0.3523316062176166,0.0,0.35,0.0,0.37366548042704295,5791.701388888884
229,16/11/2021,0.533678756476684,0.0,0.22916666666666666,0.625,0.5124555160142279,5995.952291666671
230,18/11/2021,0.6943005181347148,0.002626970227670753,0.3125,0.875,0.690391459074732,6105.662222222227
231,19/11/2021,0.544041450777202,0.0,0.22916666666666666,0.25,0.5871886120996379,6006.616319444445
232,22/11/2021,0.689119170984456,0.1033274956217163,0.3125,0.875,0.49110320284697195,6282.854548611111
233,23/11/2021,0.6943005181347148,0.05779334500875657,0.39583333333333337,0.875,0.555160142348754,6249.541006944444
234,24/11/2021,0.7357512953367875,0.5297723292469352,0.45833333333333337,0.875,0.5124555160142279,6469.803125000002
235,26/11/2021,0.8704663212435233,0.04290718038528897,0.41666666666666663,0.875,0.234875444839858,6483.631666666668
236,27/11/2021,0.8238341968911915,0.0008756567425569177,0.27083333333333337,0.875,0.42348754448398296,6123.552951388886
237,28/11/2021,0.766839378238342,0.0,0.39583333333333337,0.875,0.5871886120996379,5869.724583333339
238,29/11/2021,0.77720207253886,0.0,0.41666666666666663,1.0,0.604982206405694,6390.033055555558
239,1/12/2021,0.766839378238342,0.330122591943958,0.12499999999999997,1.0,0.44128113879003195,6492.6651388888895
240,2/12/2021,0.8186528497409327,0.02276707530647986,0.16666666666666666,0.625,0.430604982206404,6521.1024652777805
241,3/12/2021,0.7875647668393781,0.028384707060646934,0.27083333333333337,0.5,0.48398576512455094,6581.929097222218
242,4/12/2021,0.7461139896373055,0.028384707060646934,0.7291666666666666,0.25,0.3629893238434079,6080.993819444447
243,5/12/2021,0.6683937823834195,0.028384707060646934,0.41666666666666663,0.875,0.5124555160142279,5722.728750000001
244,6/12/2021,0.6528497409326425,0.028384707060646934,0.35416666666666663,0.5,0.519572953736656,6211.566284722225
